# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun  5 19:33:53 2025
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
#
pl_name,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,st_rad,st_raderr1,st_raderr2,st_radlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim
CHXR 73 b,210.0000000000,,,0,,,,,,,,
CI Tau c,0.1700000000,0.0800000000,-0.0800000000,0,,,,,,,,
COCONUTS-2 b,7506.0000000000,5205.0000000000,-2060.0000000000,0,0.388000,0.011000,-0.011000,0,3406.00,69.00,-69.00,0
COCONUTS-2 b,,,,,0.388000,0.011000,-0.011000,0,3406.00,69.00,-69.00,0
CT Cha b,440.0000000000,,,0,,,,,,,,
CoRoT-1 b,,,,,1.290000,,,0,5950.00,,,0
CoRoT-1 b,,,,,,,,,,,,
CoRoT-1 b,0.0275200000,0.0002200000,-0.0002300000,0,1.230000,0.020000,-0.020000,0,6298.00,66.00,-66.00,0
CoRoT-1 b,0.0253600000,0.0009900000,-0.0009900000,0,1.131000,0.046000,-0.046000,0,5950.00,150.00,-150.00,0
CoRoT-1 b,,,,,1.110000,0.050000,-0.050000,0,5950.00,150.00,-150.00,0
CoRoT-1 b,0.0259000000,0.0011000000,-0.0020000000,0,,,,,5950.00,,,0
CoRoT-1 b,0.0261000000,0.0005000000,-0.0005000000,0,1.140000,0.030000,-0.030000,0,5950.00,50.00,-50.00,0
CoRoT-10 b,0.1060000000,0.0014000000,-0.0014000000,0,0.743000,0.055000,-0.055000,0,5075.00,75.00,-75.00,0
CoRoT-10 b,0.1055000000,0.0019000000,-0.0020000000,0,0.790000,0.050000,-0.050000,0,5075.00,75.00,-75.00,0
CoRoT-10 b,,,,,0.548929,,,0,5025.00,155.00,-155.00,0
CoRoT-10 b,0.1055000000,0.0021000000,-0.0021000000,0,0.790000,0.050000,-0.050000,0,5075.00,75.00,-75.00,0
CoRoT-11 b,0.0440700000,0.0005600000,-0.0005900000,0,1.370000,0.030000,-0.030000,0,6440.00,120.00,-120.00,0
CoRoT-11 b,0.0440000000,0.0016000000,-0.0016000000,0,1.374000,0.062000,-0.062000,0,6440.00,120.00,-120.00,0
CoRoT-11 b,0.0435100000,0.0003600000,-0.0003600000,0,1.330000,0.040000,-0.040000,0,,,,
CoRoT-11 b,0.0436000000,0.0050000000,-0.0050000000,0,1.370000,0.030000,-0.030000,0,6440.00,120.00,-120.00,0
CoRoT-11 b,,,,,1.586010,0.106820,-0.106820,0,6343.00,111.61,-111.61,0
CoRoT-11 b,,,,,1.360000,0.130000,-0.130000,0,6343.00,72.00,-72.00,0
CoRoT-11 b,,,,,1.370000,0.030000,-0.030000,0,6440.00,120.00,-120.00,0
CoRoT-12 b,0.0401300000,0.0009000000,-0.0009300000,0,1.116000,0.096000,-0.092000,0,5675.00,80.00,-80.00,0
CoRoT-12 b,0.0392000000,0.0013000000,-0.0013000000,0,1.049000,0.049000,-0.047000,0,,,,
CoRoT-12 b,0.0394000000,0.0012000000,-0.0012000000,0,1.046000,0.043000,-0.043000,0,5675.00,80.00,-80.00,0
CoRoT-12 b,,,,,1.036740,,,0,5675.00,,,0
CoRoT-12 b,,,,,1.116000,0.096000,-0.092000,0,5675.00,80.00,-80.00,0
CoRoT-12 b,0.0401600000,0.0009300000,-0.0009200000,0,1.116000,0.096000,-0.092000,0,5675.00,80.00,-80.00,0
CoRoT-13 b,,,,,1.010000,0.030000,-0.030000,0,5945.00,90.00,-90.00,0
CoRoT-13 b,0.0510700000,0.0003000000,-0.0003100000,0,1.010000,0.030000,-0.030000,0,5945.00,90.00,-90.00,0
CoRoT-13 b,0.0510000000,0.0031000000,-0.0031000000,0,1.010000,0.030000,-0.030000,0,5945.00,90.00,-90.00,0
CoRoT-13 b,,,,,1.137070,,,0,5945.00,,,0
CoRoT-13 b,0.0510000000,0.0013000000,-0.0013000000,0,1.274000,0.078000,-0.078000,0,5945.00,90.00,-90.00,0
CoRoT-14 b,0.0268700000,0.0007800000,-0.0007800000,0,1.190000,0.140000,-0.140000,0,6035.00,100.00,-100.00,0
CoRoT-14 b,0.0270000000,0.0020000000,-0.0020000000,0,1.210000,0.080000,-0.080000,0,6035.00,100.00,-100.00,0
CoRoT-14 b,0.0269100000,0.0007000000,-0.0007300000,0,1.210000,0.080000,-0.080000,0,6040.00,100.00,-100.00,0
CoRoT-16 b,0.0618000000,0.0015000000,-0.0015000000,0,1.190000,0.140000,-0.130000,0,5650.00,100.00,-100.00,0
CoRoT-16 b,0.0618000000,0.0015000000,-0.0015000000,0,1.190000,0.140000,-0.130000,0,5650.00,100.00,-100.00,0
CoRoT-17 b,0.0461000000,0.0008000000,-0.0008000000,0,1.590000,0.070000,-0.070000,0,5740.00,80.00,-80.00,0
CoRoT-17 b,0.0481000000,0.0015000000,-0.0016000000,0,1.590000,0.070000,-0.070000,0,5740.00,80.00,-80.00,0
CoRoT-17 b,0.0481000000,0.0011100000,-0.0007200000,0,1.620000,0.470000,-0.130000,0,5740.00,80.00,-80.00,0
CoRoT-18 b,,,,,0.934028,,,0,5440.00,,,0
CoRoT-18 b,0.0295000000,0.0015000000,-0.0017000000,0,1.000000,0.130000,-0.130000,0,5440.00,100.00,-100.00,0
CoRoT-18 b,0.0288000000,0.0008000000,-0.0008000000,0,0.883000,0.025000,-0.031000,0,,,,
CoRoT-18 b,0.0286000000,0.0006800000,-0.0006800000,0,0.924000,0.057000,-0.057000,0,5440.00,100.00,-100.00,0
CoRoT-18 b,,,,,1.000000,0.130000,-0.130000,0,5440.00,100.00,-100.00,0
CoRoT-18 b,0.0295000000,0.0016000000,-0.0016000000,0,1.000000,0.130000,-0.130000,0,5440.00,100.00,-100.00,0
CoRoT-19 b,0.0518000000,0.0008000000,-0.0008000000,0,1.650000,0.040000,-0.040000,0,6090.00,70.00,-70.00,0
CoRoT-19 b,0.0512000000,0.0018000000,-0.0011000000,0,1.576000,0.354000,-0.097000,0,6090.00,70.00,-70.00,0
CoRoT-19 b,,,,,1.650000,0.040000,-0.040000,0,6090.00,70.00,-70.00,0
CoRoT-19 b,,,,,1.639500,,,0,6090.00,,,0
CoRoT-19 b,0.0516600000,0.0006900000,-0.0007000000,0,1.650000,0.040000,-0.040000,0,6090.00,70.00,-70.00,0
CoRoT-19 b,,,,,1.650000,0.040000,-0.040000,0,6090.00,70.00,-70.00,0
CoRoT-2 b,,,,,,,,,5696.00,70.00,-70.00,0
CoRoT-2 b,,,,,,,,,,,,
CoRoT-2 b,,,,,0.902000,0.018000,-0.018000,0,5625.00,120.00,-120.00,0
CoRoT-2 b,,,,,0.937741,0.074170,-0.115106,0,5529.00,121.43,-89.60,0
CoRoT-2 b,0.0279800000,0.0007600000,-0.0008000000,0,0.906000,0.026000,-0.027000,0,5625.00,120.00,-120.00,0
CoRoT-2 b,0.0281000000,0.0005700000,-0.0005800000,0,0.902000,0.018000,-0.018000,0,5625.00,120.00,-120.00,0
CoRoT-2 b,,,,,0.937741,0.094638,-0.094638,0,5529.00,105.52,-105.52,0
CoRoT-2 b,0.0285400000,0.0004800000,-0.0004800000,0,0.907000,0.022000,-0.022000,0,5696.00,70.00,-70.00,0
CoRoT-2 b,0.0281000000,0.0009000000,-0.0009000000,0,,,,,,,,
CoRoT-2 b,,,,,,,,,5575.00,70.00,-70.00,0
CoRoT-2 b,0.0283500000,0.0004700000,-0.0004700000,0,0.901000,0.019000,-0.019000,0,5598.00,50.00,-50.00,0
CoRoT-2 b,,,,,,,,,5696.00,70.00,-70.00,0
CoRoT-20 b,0.0901000000,0.0021000000,-0.0022000000,0,1.020000,0.050000,-0.050000,0,5880.00,90.00,-90.00,0
CoRoT-20 b,0.0891000000,0.0038000000,-0.0038000000,0,1.160000,0.150000,-0.200000,0,,,,
CoRoT-20 b,0.0892000000,0.0028000000,-0.0028000000,0,1.340000,0.370000,-0.370000,0,5880.00,90.00,-90.00,0
CoRoT-20 b,0.0902000000,0.0021000000,-0.0021000000,0,1.020000,0.050000,-0.050000,0,5880.00,90.00,-90.00,0
CoRoT-20 b,0.0900000000,0.0020000000,-0.0020000000,0,,,,,,,,
CoRoT-20 b,,,,,1.299810,,,0,5880.00,,,0
CoRoT-20 c,2.9000000000,0.0700000000,-0.0700000000,0,,,,,,,,
CoRoT-21 b,0.0416000000,0.0009400000,-0.0010000000,0,1.950000,0.210000,-0.210000,0,6200.00,100.00,-100.00,0
CoRoT-21 b,0.0417000000,0.0011000000,-0.0011000000,0,1.950000,0.210000,-0.210000,0,6200.00,100.00,-100.00,0
CoRoT-22 b,0.0920000000,0.0014000000,-0.0014000000,0,1.136000,0.038000,-0.090000,0,5939.00,54.00,-120.00,0
CoRoT-23 b,0.0480000000,0.0040000000,-0.0040000000,0,1.610000,0.180000,-0.180000,0,5900.00,100.00,-100.00,0
CoRoT-23 b,0.0480900000,0.0012800000,-0.0010400000,0,1.740000,0.260000,-0.160000,0,5900.00,100.00,-100.00,0
CoRoT-23 b,0.0484000000,0.0011000000,-0.0012000000,0,1.610000,0.180000,-0.180000,0,5900.00,100.00,-100.00,0
CoRoT-24 b,0.0560000000,0.0020000000,-0.0020000000,0,0.860000,0.090000,-0.090000,0,4950.00,150.00,-150.00,0
CoRoT-24 c,0.0980000000,0.0030000000,-0.0030000000,0,0.860000,0.090000,-0.090000,0,4950.00,150.00,-150.00,0
CoRoT-25 b,0.0578000000,0.0020000000,-0.0009000000,0,1.190000,0.140000,-0.030000,0,6040.00,90.00,-90.00,0
CoRoT-25 b,0.0578900000,0.0019000000,-0.0009300000,0,1.190000,0.140000,-0.030000,0,6040.00,90.00,-90.00,0
CoRoT-26 b,0.0526000000,0.0010000000,-0.0010000000,0,1.790000,0.180000,-0.090000,0,5590.00,100.00,-100.00,0
CoRoT-26 b,0.0525000000,0.0009400000,-0.0009800000,0,1.790000,0.180000,-0.090000,0,5590.00,100.00,-100.00,0
CoRoT-27 b,0.0467000000,0.0015000000,-0.0017000000,0,1.080000,0.180000,-0.060000,0,5900.00,120.00,-120.00,0
CoRoT-27 b,0.0476000000,0.0066000000,-0.0066000000,0,1.080000,0.180000,-0.060000,0,5900.00,120.00,-120.00,0
CoRoT-28 b,0.0603000000,0.0050000000,-0.0050000000,0,1.780000,0.110000,-0.110000,0,5150.00,100.00,-100.00,0
CoRoT-28 b,0.0590000000,0.0027000000,-0.0028000000,0,1.780000,0.110000,-0.110000,0,5150.00,100.00,-100.00,0
CoRoT-29 b,0.0390000000,0.0018000000,-0.0020000000,0,0.900000,0.120000,-0.120000,0,5260.00,100.00,-100.00,0
CoRoT-29 b,0.0386000000,0.0059000000,-0.0059000000,0,0.900000,0.120000,-0.120000,0,5260.00,100.00,-100.00,0
CoRoT-29 b,,,,,1.077190,,,0,5268.00,123.00,-123.00,0
CoRoT-3 b,,,,,1.560000,0.090000,-0.090000,0,6740.00,140.00,-140.00,0
CoRoT-3 b,0.0569400000,0.0009600000,-0.0007900000,0,1.540000,0.083000,-0.078000,0,,,,
CoRoT-3 b,,,,,1.440000,0.080000,-0.080000,0,6558.00,44.00,-44.00,0
CoRoT-3 b,0.0578300000,0.0008500000,-0.0008500000,0,1.575000,0.095000,-0.095000,0,6740.00,140.00,-140.00,0
CoRoT-3 b,0.0574000000,0.0012000000,-0.0013000000,0,1.560000,0.090000,-0.090000,0,6740.00,140.00,-140.00,0
CoRoT-30 b,0.0844000000,0.0012000000,-0.0012000000,0,0.910000,0.090000,-0.030000,0,5650.00,100.00,-100.00,0
CoRoT-31 b,0.0586000000,0.0034000000,-0.0034000000,0,2.150000,0.560000,-0.660000,0,5700.00,120.00,-120.00,0
CoRoT-35 b,0.0429000000,0.0009200000,-0.0009200000,0,1.650000,0.100000,-0.110000,0,6390.00,130.00,-130.00,0
CoRoT-36 b,0.0660000000,0.0070000000,-0.0070000000,0,1.520000,0.200000,-0.100000,0,6730.00,140.00,-140.00,0
CoRoT-4 b,0.0912000000,0.0012600000,-0.0013100000,0,1.147500,0.092600,-0.033300,0,6190.00,60.00,-60.00,0
CoRoT-4 b,0.0900000000,0.0010000000,-0.0010000000,0,1.170000,0.010000,-0.030000,0,6190.00,60.00,-60.00,0
CoRoT-4 b,,,,,1.122710,,,0,6190.00,,,0
CoRoT-4 b,0.0902500000,0.0006800000,-0.0005500000,0,1.170000,0.010000,-0.030000,0,6190.00,60.00,-60.00,0
CoRoT-5 b,,,,,1.272990,,,0,6100.00,,,0
CoRoT-5 b,0.0495000000,0.0012000000,-0.0012000000,0,1.115000,0.035000,-0.033000,0,,,,
CoRoT-5 b,0.0496300000,0.0003300000,-0.0003200000,0,1.186000,0.040000,-0.040000,0,6100.00,65.00,-65.00,0
CoRoT-5 b,0.0494700000,0.0002600000,-0.0002900000,0,1.186000,0.040000,-0.040000,0,6100.00,65.00,-65.00,0
CoRoT-5 b,0.0500400000,0.0016200000,-0.0009800000,0,1.051600,0.081100,-0.067000,0,6100.00,95.00,-95.00,0
CoRoT-5 b,,,,,,,,,,,,
CoRoT-6 b,0.0854000000,0.0013000000,-0.0014000000,0,1.025000,0.026000,-0.026000,0,6090.00,50.00,-50.00,0
CoRoT-6 b,0.0855000000,0.0017000000,-0.0017000000,0,1.043000,0.030000,-0.030000,0,6090.00,70.00,-70.00,0
CoRoT-6 b,0.0855000000,0.0015000000,-0.0015000000,0,1.025000,0.026000,-0.026000,0,6090.00,70.00,-70.00,0
CoRoT-6 b,,,,,,,,,,,,
CoRoT-7 b,0.0172000000,0.0002900000,-0.0002900000,0,0.870000,0.040000,-0.040000,0,5275.00,75.00,-75.00,0
CoRoT-7 b,0.0169000000,0.0004400000,-0.0004400000,0,0.960000,0.150000,-0.150000,0,5250.00,60.00,-60.00,0
CoRoT-7 b,,,,,0.838900,0.009300,-0.008800,0,5313.00,73.00,-73.00,0
CoRoT-7 b,,,,,,,,,5250.00,60.00,-60.00,0
CoRoT-7 b,,,,,0.830000,0.040000,-0.040000,0,5275.00,75.00,-75.00,0
CoRoT-7 b,0.0170160000,0.0001700000,-0.0000360000,0,0.820000,0.019000,-0.019000,0,5259.00,58.00,-58.00,0
CoRoT-7 b,0.0170000000,0.0010000000,-0.0010000000,0,0.864273,0.053165,-0.040252,0,5256.00,91.33,-130.85,0
CoRoT-7 b,0.0170000000,,,0,0.864273,0.053165,-0.040252,0,5256.00,91.33,-130.85,0
CoRoT-7 c,0.0450000000,0.0010000000,-0.0010000000,0,0.864273,0.053165,-0.040252,0,5256.00,91.33,-130.85,0
CoRoT-7 c,0.0460000000,,,0,0.864273,0.053165,-0.040252,0,5256.00,91.33,-130.85,0
CoRoT-7 c,,,,,,,,,5250.00,60.00,-60.00,0
CoRoT-7 d,,,,,,,,,5250.00,60.00,-60.00,0
CoRoT-8 b,0.0630000000,0.0010000000,-0.0010000000,0,0.770000,0.020000,-0.020000,0,5080.00,80.00,-80.00,0
CoRoT-8 b,0.0633000000,0.0021000000,-0.0021000000,0,0.898000,0.091000,-0.091000,0,5080.00,80.00,-80.00,0
CoRoT-8 b,0.0633900000,0.0009600000,-0.0009800000,0,0.770000,0.020000,-0.020000,0,5080.00,80.00,-80.00,0
CoRoT-8 b,0.0636000000,0.0014000000,-0.0014000000,0,0.802000,0.014000,-0.014000,0,,,,
CoRoT-9 b,0.4070000000,0.0050000000,-0.0050000000,0,0.940000,0.040000,-0.040000,0,5625.00,80.00,-80.00,0
CoRoT-9 b,0.4021000000,0.0054000000,-0.0054000000,0,0.960000,0.060000,-0.060000,0,5625.00,80.00,-80.00,0
CoRoT-9 b,,,,,,,,,,,,
CoRoT-9 b,0.4029000000,0.0054000000,-0.0056000000,0,0.960000,0.060000,-0.060000,0,5625.00,80.00,-80.00,0
CoRoT-9 b,0.4027000000,0.0110000000,-0.0110000000,0,0.938000,0.060000,-0.060000,0,5625.00,80.00,-80.00,0
CoRoTID 223977153 b,,,,,0.790000,0.080000,-0.090000,0,5970.00,100.00,-100.00,0
CoRoTID 223977153 b,0.0710000000,0.0010000000,-0.0010000000,0,0.790000,0.080000,-0.090000,0,5970.00,100.00,-100.00,0
DE CVn b,5.7500000000,2.0200000000,-2.0200000000,0,,,,,,,,
DENIS-P J082303.1-491201 b,0.3600000000,0.0100000000,-0.0100000000,0,,,,,,,,
DH Tau b,330.0000000000,,,0,0.270000,0.070000,-0.070000,0,,,,
DH Tau b,,,,,1.366870,,,0,4371.00,137.00,-137.00,0
DMPP-1 b,0.1462000000,0.0012000000,-0.0012000000,0,1.260000,0.020000,-0.020000,0,6196.00,29.00,-29.00,0
DMPP-1 c,0.0733000000,0.0006000000,-0.0007000000,0,1.260000,0.020000,-0.020000,0,6196.00,29.00,-29.00,0
DMPP-1 d,0.0422000000,0.0004000000,-0.0003000000,0,1.260000,0.020000,-0.020000,0,6196.00,29.00,-29.00,0
DMPP-1 e,0.0651000000,0.0005000000,-0.0005000000,0,1.260000,0.020000,-0.020000,0,6196.00,29.00,-29.00,0
DMPP-2 b,0.0664000000,0.0005000000,-0.0005000000,0,1.780000,0.090000,-0.090000,0,6500.00,100.00,-100.00,0
DMPP-3 A b,0.0662000000,0.0013000000,-0.0013000000,0,0.910000,0.020000,-0.020000,0,5138.00,99.00,-99.00,0
DMPP-3 A b,0.0662000000,0.0013000000,-0.0013000000,0,,,,,,,,
DMPP-4 b,0.0485300000,0.0003600000,-0.0019700000,0,1.380000,0.010000,-0.010000,0,6400.00,50.00,-50.00,0
DP Leo b,8.6000000000,,,0,,,,,,,,
DP Leo b,8.1900000000,0.3900000000,-0.3900000000,0,,,,,,,,
DS Tuc A b,,,,,0.872000,0.027000,-0.027000,0,5542.00,21.00,-21.00,0
DS Tuc A b,,,,,0.951985,0.070578,-0.070578,0,5414.00,161.00,-161.00,0
DS Tuc A b,,,,,0.964000,0.029000,-0.029000,0,5428.00,80.00,-80.00,0
EPIC 201170410.02,0.0349000000,0.0027000000,-0.0022000000,0,0.282000,0.074000,-0.069000,0,3648.00,172.00,-143.00,0
EPIC 201238110 b,,,,,,,,,,,,
EPIC 201238110 b,,,,,0.374000,0.089000,-0.035000,0,,,,
EPIC 201427007 b,,,,,0.940000,0.090000,-0.090000,0,5633.00,111.00,-111.00,0
EPIC 201497682 b,,,,,,,,,,,,
EPIC 201595106 b,,,,,0.990833,0.043820,-0.048447,0,5711.17,129.09,-85.29,0
EPIC 201595106 b,,,,,0.930000,0.060000,-0.060000,0,5820.00,20.00,-20.00,0
EPIC 201595106 b,0.0177000000,0.0003000000,-0.0003000000,0,0.980000,0.025000,-0.025000,0,5679.00,60.00,-39.00,0
EPIC 201595106 b,,,,,0.932487,0.063740,-0.037849,0,5705.00,50.00,-50.00,0
EPIC 201615463 c,,,,,,,,,,,,
EPIC 201754305 d,,,,,,,,,,,,
EPIC 201757695.02,0.0296000000,0.0005000000,-0.0005000000,0,0.655000,0.041000,-0.045000,0,4520.00,108.00,-54.00,0
EPIC 201833600 c,,,,,0.634000,0.039000,-0.045000,0,,,,
EPIC 201833600 c,,,,,,,,,,,,
EPIC 201841433 b,0.0350000000,0.0009000000,-0.0010000000,0,0.628461,0.043420,-0.024858,0,5053.00,103.00,-166.00,0
EPIC 201841433 b,,,,,,,,,,,,
EPIC 201841433 b,,,,,0.628000,0.025000,-0.043000,0,,,,
EPIC 205950854 c,,,,,0.830000,0.087000,-0.043000,0,5502.70,101.00,-50.50,0
EPIC 205950854 c,,,,,,,,,,,,
EPIC 205950854 c,,,,,0.904000,0.037000,-0.013000,0,,,,
EPIC 206024342 b,,,,,,,,,,,,
EPIC 206024342 b,,,,,0.823000,0.100000,-0.042000,0,,,,
EPIC 206024342 c,,,,,0.823000,0.100000,-0.042000,0,,,,
EPIC 206024342 c,,,,,1.100000,0.360000,-0.360000,0,5724.00,72.00,-72.00,0
EPIC 206024342 c,,,,,0.940000,,,0,5648.00,,,0
EPIC 206024342 d,,,,,1.500000,0.460000,-0.460000,0,6438.00,348.00,-348.00,0
EPIC 206024342 d,,,,,0.823000,0.100000,-0.042000,0,,,,
EPIC 206024342 d,,,,,1.100000,0.360000,-0.360000,0,5724.00,72.00,-72.00,0
EPIC 206024342 d,,,,,0.940000,,,0,5648.00,,,0
EPIC 206032309 b,,,,,,,,,,,,
EPIC 206042996 b,,,,,0.668000,0.070000,-0.035000,0,,,,
EPIC 206042996 b,,,,,0.500000,0.040000,-0.040000,0,4114.00,99.00,-99.00,0
EPIC 206042996 b,,,,,,,,,,,,
EPIC 206042996 c,,,,,0.500000,0.040000,-0.040000,0,4114.00,99.00,-99.00,0
EPIC 206042996 c,,,,,0.570000,,,0,3893.00,,,0
EPIC 206215704 b,,,,,0.367000,0.076000,-0.070000,0,,,,
EPIC 206215704 b,,,,,0.250000,0.010000,-0.010000,0,3297.00,73.00,-73.00,0
EPIC 206215704 b,,,,,,,,,,,,
EPIC 206317286 b,,,,,0.669000,0.037000,-0.050000,0,,,,
EPIC 206317286 b,,,,,,,,,,,,
EPIC 206317286 c,,,,,0.669000,0.037000,-0.050000,0,,,,
EPIC 206317286 c,,,,,0.758000,0.052000,-0.057000,0,4752.00,138.00,-138.00,0
EPIC 206317286 c,,,,,0.730000,,,0,4749.00,,,0
EPIC 211822797 b,,,,,0.642000,0.055000,-0.020000,0,,,,
EPIC 211822797 b,,,,,0.597044,0.017796,-0.017796,0,3811.00,157.00,-157.00,0
EPIC 211822797 b,0.1310000000,0.0040000000,-0.0050000000,0,0.571699,0.027287,-0.027283,0,4148.21,82.41,-80.21,0
EPIC 211822797 b,,,,,0.597044,0.017796,-0.017796,0,3811.00,157.00,-157.00,0
EPIC 211822797 b,0.1195000000,0.0100000000,-0.0251000000,0,0.580000,0.010000,-0.010000,0,4057.00,37.00,-39.00,0
EPIC 211822797 b,,,,,0.590000,0.030000,-0.030000,0,3880.00,67.00,-67.00,0
EPIC 211945201 b,0.1493000000,0.0015000000,-0.0015000000,0,1.390000,0.020000,-0.020000,0,6069.00,90.00,-90.00,0
EPIC 211945201 b,,,,,1.360000,0.060000,-0.060000,0,6128.00,124.10,-124.10,0
EPIC 211945201 b,,,,,1.363600,0.084173,-0.040139,0,6128.00,137.69,-110.42,0
EPIC 211945201 b,,,,,1.363600,0.084173,-0.040139,0,6128.00,137.69,-110.42,0
EPIC 211945201 b,,,,,1.480000,,,0,,,,
EPIC 211945201 b,,,,,1.380000,0.017000,-0.018000,0,6025.00,100.00,-100.00,0
EPIC 211945201 b,,,,,1.410092,0.207634,-0.182977,0,6046.00,50.00,-50.00,0
EPIC 211945201 b,,,,,1.485000,0.357000,-0.357000,0,6320.00,300.00,-300.00,0
EPIC 211945201 b,,,,,1.403000,0.042000,-0.030000,0,,,,
EPIC 211945201 b,0.1480000000,0.0040000000,-0.0040000000,0,1.380000,0.017000,-0.018000,0,6025.00,100.00,-100.00,0
EPIC 212297394 b,,,,,0.749000,0.025000,-0.010000,0,,,,
EPIC 212297394 b,,,,,,,,,,,,
EPIC 212297394 b,,,,,0.800000,0.030000,-0.030000,0,5171.00,172.00,-130.00,0
EPIC 212297394 c,,,,,0.776343,,,0,5008.00,122.00,-122.00,0
EPIC 212297394 c,,,,,0.800000,0.030000,-0.030000,0,5171.00,172.00,-130.00,0
EPIC 212297394 c,,,,,0.749000,0.025000,-0.010000,0,,,,
EPIC 212424622 b,,,,,,,,,,,,
EPIC 212424622 b,,,,,1.224700,0.004900,-0.046900,0,,,,
EPIC 212499991 b,,,,,,,,,,,,
EPIC 212587672 b,,,,,,,,,,,,
EPIC 212587672 b,,,,,0.980000,0.040000,-0.030000,0,6004.00,77.00,-78.00,0
EPIC 212587672 b,,,,,0.975700,0.013300,-0.009800,0,,,,
EPIC 212587672 c,,,,,0.949870,0.026813,-0.071016,0,6055.00,120.85,-151.63,0
EPIC 212587672 c,,,,,0.975700,0.013300,-0.009800,0,,,,
EPIC 212587672 c,,,,,0.980000,0.040000,-0.030000,0,6004.00,77.00,-78.00,0
EPIC 212587672 c,,,,,0.950000,,,0,,,,
EPIC 212587672 c,,,,,0.949870,0.026813,-0.071016,0,6055.00,120.85,-151.63,0
EPIC 212587672 c,,,,,0.952744,0.056919,-0.043371,0,5928.00,50.00,-50.00,0
EPIC 212624936 b,,,,,0.930000,0.200000,-0.200000,0,5765.00,170.00,-170.00,0
EPIC 212624936 c,,,,,0.930000,0.200000,-0.200000,0,5765.00,170.00,-170.00,0
EPIC 212624936 c,,,,,0.948000,0.137000,-0.044000,0,,,,
EPIC 212737443 b,,,,,0.669035,,,0,4581.00,122.00,-122.00,0
EPIC 212737443 b,0.0980000000,0.0040000000,-0.0040000000,0,0.673000,0.024000,-0.024000,0,4684.00,79.00,-79.00,0
EPIC 212737443 b,,,,,0.669035,,,0,4581.00,122.00,-122.00,0
EPIC 212737443 c,0.2800000000,0.0060000000,-0.0060000000,0,0.673000,0.024000,-0.024000,0,4684.00,79.00,-79.00,0
EPIC 220492298 b,,,,,0.890000,0.090000,-0.090000,0,5620.00,31.00,-31.00,0
EPIC 220554210 c,,,,,1.000000,0.040000,-0.040000,0,5499.00,109.00,-109.00,0
EPIC 220554210 c,,,,,,,,,,,,
EPIC 220554210 c,,,,,1.013000,0.045000,-0.045000,0,,,,
EPIC 220674823 b,,,,,0.970000,,,0,,,,
EPIC 220674823 b,0.0131200000,0.0001400000,-0.0001400000,0,0.950000,0.050000,-0.050000,0,5496.00,46.00,-46.00,0
EPIC 220674823 b,,,,,0.950000,0.050000,-0.050000,0,5613.00,39.00,-39.00,0
EPIC 220674823 b,,,,,1.020000,0.028000,-0.024000,0,,,,
EPIC 220674823 b,0.0131400000,0.0003200000,-0.0003400000,0,0.990000,0.012000,-0.012000,0,5578.00,46.00,-46.00,0
EPIC 220674823 b,0.0134000000,0.0002000000,-0.0002000000,0,0.980000,0.020000,-0.020000,0,5617.00,86.00,-86.00,0
EPIC 220674823 b,0.0116000000,0.0013000000,-0.0013000000,0,0.869000,0.088000,-0.088000,0,5470.00,30.00,-30.00,0
EPIC 220674823 b,,,,,0.981000,0.019000,-0.018000,0,5496.00,46.00,-46.00,0
EPIC 220674823 b,,,,,0.906429,0.050805,-0.028755,0,5590.00,50.00,-50.00,0
EPIC 220674823 b,,,,,0.830000,0.040000,-0.040000,0,5590.00,51.00,-51.00,0
EPIC 220674823 b,0.0132600000,0.0002800000,-0.0002300000,0,0.988000,0.011000,-0.011000,0,5532.00,62.00,-62.00,0
EPIC 220674823 c,,,,,1.020000,0.028000,-0.024000,0,,,,
EPIC 220674823 c,,,,,0.830000,0.040000,-0.040000,0,5590.00,51.00,-51.00,0
EPIC 220674823 c,0.1073000000,0.0026000000,-0.0027000000,0,0.990000,0.012000,-0.012000,0,5578.00,46.00,-46.00,0
EPIC 220674823 c,0.1050000000,0.0150000000,-0.0150000000,0,0.869000,0.088000,-0.088000,0,5470.00,30.00,-30.00,0
